Application_ID,Beneficiary_ID,Officer_ID,Application_Date,Application_Mode,Documents_Submitted,Income_Certificate,Aadhaar_Verified,Status,Rejection_Reason
APP006758,BEN006418,OFF0045,2025-09-12,Mobile Camp,Yes,No,No,Rejected,Address Mismatch
APP006759,BEN008764,OFF0051,2025-11-13,CSC Center,Yes,Yes,Yes,Rejected,Invalid Aadhaar
APP006760,BEN004743,OFF0024,2024-12-25,CSC Center,Yes,Yes,No,Pending,
APP006761,BEN003918,OFF0089,2024-12-13,Online,Yes,No,No,Pending,
APP006762,BEN001651,OFF0095,2024-12-19,CSC Center,No,Yes,Yes,Rejected,Invalid Aadhaar
APP006763,BEN004936,OFF0092,2025-11-06,Online,Yes,No,Yes,Pending,
APP006764,BEN002189,OFF0019,2026-01-15,Mobile Camp,No,Yes,No,Approved,
APP006765,BEN000033,OFF0092,2025-02-20,Hospital,No,No,Yes,Rejected,Not Eligible
APP006766,BEN002387,OFF0034,2025-12-25,CSC Center,Yes,No,Yes,Approved,
APP006767,BEN000367,OFF0020,2025-04-04,CSC Center,Yes,Yes,Yes,Approved,
APP006768,BEN001582,OFF0025,2026-06-25,Mobile Camp,Yes,Yes,No,Pending,
APP006769,BEN003864,OFF0043,2025-12-14,Mobile Camp,No,Yes,Yes,Pending,
APP006770,BEN005500,OFF0030,2024-10-21,Hospital,No,Yes,No,Rejected,Address Mismatch
APP006771,BEN006732,OFF0024,2026-01-12,Mobile Camp,No,No,No,Approved,
APP006772,BEN006158,OFF0037,2025-11-26,Mobile Camp,No,No,No,Pending,
APP006773,BEN003532,OFF0049,2024-11-25,Hospital,Yes,Yes,Yes,Pending,
APP006774,BEN007618,OFF0006,2025-08-05,District Office,Yes,Yes,No,Approved,
APP006775,BEN000898,OFF0017,2025-09-04,CSC Center,Yes,No,No,Approved,
APP006776,BEN007699,OFF0093,2025-12-31,Online,No,Yes,No,Approved,
APP006777,BEN003065,OFF0076,2025-11-16,Hospital,No,No,No,Pending,
APP006778,BEN003203,OFF0070,2025-03-17,CSC Center,No,Yes,Yes,Approved,
APP006779,BEN001050,OFF0036,2026-01-12,Mobile Camp,Yes,Yes,Yes,Approved,
APP006780,BEN002632,OFF0068,2024-10-07,Mobile Camp,Yes,Yes,No,Rejected,Incomplete Documents
APP006781,BEN002894,OFF0093,2026-02-20,Hospital,Yes,No,Yes,Approved,
APP006782,BEN007952,OFF0088,2025-04-09,Mobile Camp,No,Yes,Yes,Pending,
APP006783,BEN004554,OFF0039,2025-09-19,Hospital,No,Yes,Yes,Pending,
APP006784,BEN009671,OFF0020,2025-07-18,Hospital,No,No,Yes,Approved,
APP006785,BEN008560,OFF0086,2025-10-05,CSC Center,Yes,No,Yes,Rejected,Address Mismatch
APP006786,BEN004581,OFF0054,2025-09-26,Mobile Camp,Yes,Yes,No,Under Verification,
APP006787,BEN004561,OFF0015,2025-12-10,CSC Center,No,Yes,Yes,Approved,
APP006788,BEN008558,OFF0058,2026-01-12,Mobile Camp,No,Yes,Yes,Approved,
APP006789,BEN005577,OFF0032,2025-05-30,Hospital,No,No,No,Rejected,Address Mismatch
APP006790,BEN009346,OFF0045,2025-12-15,CSC Center,No,No,Yes,Pending,
APP006791,BEN003687,OFF0024,2026-02-10,CSC Center,Yes,Yes,No,Approved,
APP006792,BEN000074,OFF0072,2026-06-04,Online,No,No,No,Approved,
APP006793,BEN006453,OFF0088,2026-04-24,District Office,No,Yes,Yes,Approved,
APP006794,BEN004406,OFF0071,2025-08-28,Hospital,No,No,Yes,Approved,
APP006795,BEN009110,OFF0082,2025-02-17,CSC Center,Yes,No,Yes,Rejected,Address Mismatch
APP006796,BEN002830,OFF0043,2026-05-22,Hospital,No,Yes,Yes,Rejected,Not Eligible
APP006797,BEN001018,OFF0097,2026-04-29,District Office,Yes,No,Yes,Rejected,Duplicate Application
APP006798,BEN002341,OFF0055,2025-06-03,District Office,No,Yes,No,Approved,
APP006799,BEN000809,OFF0095,2026-03-29,District Office,No,No,Yes,Approved,
APP006800,BEN004070,OFF0026,2024-07-19,Hospital,Yes,No,No,Approved,
APP006801,BEN003254,OFF0092,2025-08-20,District Office,No,No,Yes,Approved,
APP006802,BEN002298,OFF0053,2024-09-30,Hospital,Yes,No,Yes,Approved,
APP006803,BEN003404,OFF0062,2024-07-29,CSC Center,No,Yes,Yes,Pending,
APP006804,BEN000705,OFF0078,2025-05-01,District Office,Yes,Yes,No,Pending,
APP006805,BEN003945,OFF0094,2024-10-30,Online,Yes,Yes,No,Under Verification,
APP006806,BEN002678,OFF0095,2024-08-20,Hospital,No,No,No,Rejected,Invalid Aadhaar
APP006807,BEN008996,OFF0060,2025-12-12,District Office,No,No,No,Pending,
APP006808,BEN002676,OFF0065,2024-08-22,CSC Center,Yes,No,Yes,Approved,
APP006809,BEN007540,OFF0068,2024-12-12,Online,Yes,Yes,Yes,Pending,
APP006810,BEN002216,OFF0038,2025-02-02,Hospital,Yes,No,No,Under Verification,
APP006811,BEN009929,OFF0082,2026-02-12,CSC Center,Yes,Yes,No,Approved,
APP006812,BEN005037,OFF0092,2026-03-12,Online,Yes,No,No,Approved,
APP006813,BEN009572,OFF0009,2024-11-12,Online,No,Yes,Yes,Rejected,Not Eligible
APP006814,BEN001170,OFF0094,2025-02-17,Mobile Camp,Yes,Yes,No,Rejected,Duplicate Application
APP006815,BEN009314,OFF0077,2025-12-22,District Office,No,Yes,No,Approved,
APP006816,BEN001403,OFF0017,2025-01-20,District Office,Yes,No,Yes,Pending,
APP006817,BEN001230,OFF0004,2024-10-31,Online,Yes,Yes,No,Rejected,Duplicate Application
APP006818,BEN008556,OFF0066,2026-04-22,Hospital,Yes,No,No,Approved,
APP006819,BEN000253,OFF0099,2024-08-27,Hospital,Yes,No,Yes,Approved,
APP006820,BEN004340,OFF0067,2025-12-28,Online,No,No,Yes,Approved,
APP006821,BEN009287,OFF0045,2026-03-11,CSC Center,No,No,Yes,Pending,
APP006822,BEN002558,OFF0009,2025-02-24,CSC Center,No,Yes,Yes,Approved,
APP006823,BEN005488,OFF0016,2024-12-15,District Office,Yes,No,Yes,Pending,
APP006824,BEN004196,OFF0027,2026-02-15,CSC Center,No,Yes,Yes,Rejected,Address Mismatch
APP006825,BEN006438,OFF0014,2025-09-03,District Office,No,Yes,No,Approved,
APP006826,BEN008175,OFF0024,2024-08-04,Hospital,Yes,Yes,Yes,Under Verification,
APP006827,BEN008140,OFF0026,2025-04-14,Online,Yes,Yes,Yes,Approved,
APP006828,BEN007188,OFF0019,2026-04-03,Online,No,No,Yes,Approved,
APP006829,BEN004926,OFF0003,2025-06-26,District Office,Yes,No,Yes,Approved,
APP006830,BEN005204,OFF0099,2024-09-27,CSC Center,No,Yes,Yes,Under Verification,
APP006831,BEN000245,OFF0075,2025-10-31,Mobile Camp,Yes,Yes,Yes,Approved,
APP006832,BEN004406,OFF0099,2026-05-15,Mobile Camp,Yes,Yes,No,Pending,
APP006833,BEN001813,OFF0076,2025-12-16,CSC Center,No,No,Yes,Pending,
APP006834,BEN005496,OFF0091,2026-02-04,Hospital,Yes,No,No,Approved,
APP006835,BEN003142,OFF0039,2025-09-19,Online,Yes,No,No,Approved,
APP006836,BEN004270,OFF0083,2026-05-12,CSC Center,No,No,No,Approved,
APP006837,BEN004563,OFF0071,2024-12-31,Online,Yes,No,Yes,Pending,
APP006838,BEN002803,OFF0073,2026-02-06,CSC Center,No,Yes,No,Approved,
APP006839,BEN003097,OFF0003,2025-11-24,District Office,No,No,Yes,Approved,
APP006840,BEN006315,OFF0059,2025-09-18,Online,Yes,No,Yes,Approved,
APP006841,BEN008367,OFF0089,2025-05-08,Online,Yes,No,Yes,Rejected,Duplicate Application
APP006842,BEN003588,OFF0025,2025-01-10,Online,No,No,Yes,Approved,
APP006843,BEN000898,OFF0072,2025-08-10,CSC Center,No,No,Yes,Approved,
APP006844,BEN006347,OFF0083,2026-03-11,Online,No,Yes,No,Approved,
APP006845,BEN001920,OFF0087,2026-03-20,District Office,Yes,No,No,Pending,
APP006846,BEN001809,OFF0012,2026-03-22,Mobile Camp,No,Yes,Yes,Rejected,Income Above Limit
APP006847,BEN000442,OFF0096,2026-01-01,District Office,No,No,Yes,Approved,
APP006848,BEN006751,OFF0003,2025-02-18,CSC Center,Yes,Yes,No,Rejected,Invalid Aadhaar
APP006849,BEN000722,OFF0051,2025-12-30,District Office,No,No,Yes,Approved,
APP006850,BEN005577,OFF0046,2025-12-08,Online,Yes,No,Yes,Pending,
APP006851,BEN009969,OFF0007,2024-08-15,Online,No,Yes,No,Approved,
APP006852,BEN000786,OFF0089,2026-06-29,Mobile Camp,Yes,No,No,Approved,
APP006853,BEN007063,OFF0038,2025-05-02,Online,No,Yes,Yes,Approved,
APP006854,BEN004281,OFF0028,2025-05-07,District Office,Yes,No,Yes,Approved,
APP006855,BEN002951,OFF0077,2025-05-29,Mobile Camp,Yes,No,No,Approved,
APP006856,BEN001511,OFF0075,2026-03-14,Mobile Camp,Yes,No,Yes,Pending,
APP006857,BEN006768,OFF0064,2025-12-24,Mobile Camp,Yes,Yes,Yes,Approved,
APP006858,BEN001535,OFF0058,2025-03-09,Mobile Camp,Yes,Yes,No,Approved,
APP006859,BEN007135,OFF0057,2025-09-11,Online,Yes,No,Yes,Approved,
APP006860,BEN008089,OFF0044,2024-08-20,CSC Center,Yes,No,No,Approved,
APP006861,BEN005807,OFF0083,2024-07-20,CSC Center,Yes,No,Yes,Under Verification,
APP006862,BEN008821,OFF0032,2026-02-07,Online,Yes,Yes,Yes,Rejected,Invalid Aadhaar
APP006863,BEN006956,OFF0064,2025-01-21,District Office,No,No,No,Approved,
APP006864,BEN007733,OFF0048,2024-12-14,Online,No,Yes,No,Rejected,Duplicate Application
APP006865,BEN008091,OFF0037,2025-11-04,CSC Center,No,Yes,Yes,Approved,
APP006866,BEN002799,OFF0008,2026-05-15,Online,Yes,Yes,No,Approved,
APP006867,BEN008844,OFF0012,2026-03-08,Online,Yes,Yes,Yes,Rejected,Income Above Limit
APP006868,BEN008238,OFF0020,2026-05-09,Online,No,Yes,Yes,Rejected,Duplicate Application
APP006869,BEN009451,OFF0060,2026-05-16,Mobile Camp,No,Yes,No,Approved,
APP006870,BEN006531,OFF0011,2025-06-19,District Office,No,No,No,Approved,
APP006871,BEN004356,OFF0077,2026-04-15,CSC Center,No,No,Yes,Pending,
APP006872,BEN007114,OFF0083,2025-01-01,CSC Center,No,No,Yes,Pending,
APP006873,BEN007071,OFF0014,2026-06-17,Hospital,Yes,Yes,No,Pending,
APP006874,BEN000317,OFF0096,2025-11-14,Hospital,No,No,No,Rejected,Address Mismatch
APP006875,BEN009581,OFF0019,2026-01-08,Mobile Camp,No,No,No,Under Verification,
APP006876,BEN004099,OFF0080,2026-01-12,CSC Center,Yes,No,No,Approved,
APP006877,BEN005772,OFF0025,2025-11-25,Mobile Camp,Yes,Yes,Yes,Rejected,Income Above Limit
APP006878,BEN008866,OFF0038,2025-04-21,District Office,Yes,No,No,Approved,
APP006879,BEN004179,OFF0029,2026-02-16,CSC Center,No,Yes,No,Approved,
APP006880,BEN000607,OFF0080,2025-10-10,Online,No,No,No,Under Verification,
APP006881,BEN003650,OFF0100,2025-09-07,Mobile Camp,No,No,No,Approved,
APP006882,BEN003541,OFF0014,2026-02-03,CSC Center,No,Yes,Yes,Approved,
APP006883,BEN000214,OFF0021,2025-10-21,Mobile Camp,Yes,No,No,Approved,
APP006884,BEN002574,OFF0026,2024-12-09,Online,No,Yes,Yes,Approved,
APP006885,BEN001825,OFF0097,2026-03-04,District Office,Yes,No,Yes,Rejected,Invalid Aadhaar
APP006886,BEN001453,OFF0003,2026-01-24,District Office,No,No,Yes,Approved,
APP006887,BEN005087,OFF0017,2024-12-07,District Office,No,Yes,Yes,Approved,
APP006888,BEN009123,OFF0043,2025-02-23,Online,No,No,No,Approved,
APP006889,BEN000292,OFF0089,2025-06-23,Mobile Camp,No,Yes,Yes,Approved,
APP006890,BEN004158,OFF0049,2024-11-24,District Office,Yes,Yes,No,Under Verification,
APP006891,BEN004821,OFF0078,2025-12-22,Online,Yes,No,No,Approved,
APP006892,BEN003689,OFF0024,2024-09-05,CSC Center,Yes,No,Yes,Approved,
APP006893,BEN000364,OFF0062,2024-12-02,Mobile Camp,Yes,Yes,No,Pending,
APP006894,BEN008633,OFF0090,2024-11-21,District Office,Yes,Yes,No,Approved,
APP006895,BEN001018,OFF0066,2026-01-31,CSC Center,Yes,No,No,Approved,
APP006896,BEN001155,OFF0023,2025-08-13,CSC Center,No,No,No,Approved,
APP006897,BEN001425,OFF0066,2024-10-10,District Office,Yes,No,No,Approved,
APP006898,BEN005040,OFF0019,2025-04-28,District Office,No,Yes,Yes,Rejected,Income Above Limit
APP006899,BEN000751,OFF0026,2024-08-10,Online,Yes,No,No,Approved,
APP006900,BEN007328,OFF0058,2025-06-07,Online,Yes,No,Yes,Rejected,Duplicate Application
APP006901,BEN005222,OFF0062,2025-02-11,District Office,Yes,Yes,No,Rejected,Not Eligible
APP006902,BEN007412,OFF0027,2025-09-15,District Office,Yes,No,Yes,Approved,
APP006903,BEN004149,OFF0061,2025-01-31,Hospital,Yes,No,Yes,Approved,
APP006904,BEN002455,OFF0079,2024-10-19,District Office,Yes,No,Yes,Approved,
APP006905,BEN004333,OFF0084,2024-11-11,Hospital,No,Yes,No,Approved,
APP006906,BEN008643,OFF0021,2025-10-06,Hospital,No,No,Yes,Approved,
APP006907,BEN000986,OFF0098,2026-04-28,Hospital,No,Yes,Yes,Approved,
APP006908,BEN008071,OFF0086,2025-01-24,Online,No,No,Yes,Approved,
APP006909,BEN000987,OFF0008,2024-07-14,CSC Center,No,No,Yes,Rejected,Address Mismatch
APP006910,BEN005408,OFF0077,2025-03-23,District Office,Yes,No,Yes,Approved,
APP006911,BEN009124,OFF0061,2025-07-07,District Office,No,No,Yes,Approved,
APP006912,BEN002197,OFF0029,2026-01-12,District Office,Yes,No,No,Approved,
APP006913,BEN001876,OFF0025,2026-07-08,Online,Yes,Yes,No,Approved,
APP006914,BEN005834,OFF0083,2024-11-07,CSC Center,Yes,No,No,Rejected,Duplicate Application
APP006915,BEN005931,OFF0050,2024-08-10,Hospital,No,No,No,Approved,
APP006916,BEN000228,OFF0030,2024-11-06,Mobile Camp,Yes,No,No,Rejected,Address Mismatch
APP006917,BEN005866,OFF0043,2026-07-01,Hospital,Yes,Yes,Yes,Approved,
APP006918,BEN009477,OFF0034,2025-03-17,Hospital,No,No,No,Approved,
APP006919,BEN006517,OFF0046,2025-10-16,CSC Center,Yes,Yes,No,Approved,
APP006920,BEN006310,OFF0099,2024-08-18,Mobile Camp,Yes,No,Yes,Approved,
APP006921,BEN004466,OFF0031,2026-03-02,Hospital,Yes,No,Yes,Approved,
APP006922,BEN005787,OFF0099,2026-07-04,CSC Center,No,No,Yes,Approved,
APP006923,BEN000404,OFF0017,2025-11-07,District Office,Yes,No,No,Rejected,Address Mismatch
APP006924,BEN004429,OFF0023,2025-10-31,CSC Center,No,Yes,No,Rejected,Income Above Limit
APP006925,BEN006952,OFF0066,2026-04-25,Mobile Camp,Yes,No,No,Approved,
APP006926,BEN003267,OFF0033,2025-12-06,CSC Center,No,Yes,No,Under Verification,
APP006927,BEN007196,OFF0060,2025-02-28,Hospital,No,No,Yes,Pending,
APP006928,BEN007872,OFF0069,2025-07-26,District Office,Yes,No,Yes,Pending,
APP006929,BEN001065,OFF0095,2026-03-15,District Office,No,Yes,Yes,Approved,
APP006930,BEN008644,OFF0093,2025-09-27,Online,No,Yes,Yes,Approved,
APP006931,BEN001235,OFF0073,2025-09-10,Online,No,No,No,Approved,
APP006932,BEN001971,OFF0055,2025-04-14,District Office,No,No,No,Approved,
APP006933,BEN002823,OFF0095,2024-09-04,CSC Center,Yes,No,No,Pending,
APP006934,BEN009331,OFF0081,2026-03-10,CSC Center,No,No,No,Approved,
APP006935,BEN009045,OFF0055,2026-01-10,District Office,Yes,No,No,Approved,
APP006936,BEN001508,OFF0082,2025-03-13,Mobile Camp,No,No,Yes,Approved,
APP006937,BEN005472,OFF0059,2025-08-22,CSC Center,Yes,No,Yes,Approved,
APP006938,BEN009792,OFF0065,2024-12-27,Online,Yes,No,Yes,Pending,
APP006939,BEN003649,OFF0100,2024-11-29,Hospital,No,No,Yes,Approved,
APP006940,BEN004686,OFF0062,2025-08-18,Online,No,No,Yes,Rejected,Income Above Limit
APP006941,BEN002962,OFF0009,2024-08-31,Mobile Camp,No,Yes,No,Approved,
APP006942,BEN001509,OFF0078,2026-03-12,District Office,Yes,No,No,Under Verification,
APP006943,BEN007736,OFF0084,2025-08-06,Mobile Camp,Yes,Yes,Yes,Approved,
APP006944,BEN001593,OFF0051,2024-11-10,Hospital,No,Yes,Yes,Under Verification,
APP006945,BEN003165,OFF0052,2025-05-29,Hospital,No,Yes,Yes,Rejected,Incomplete Documents
APP006946,BEN005911,OFF0032,2025-09-04,CSC Center,Yes,Yes,Yes,Approved,
APP006947,BEN002630,OFF0044,2025-08-31,District Office,No,No,Yes,Under Verification,
APP006948,BEN004788,OFF0075,2025-05-19,Mobile Camp,No,No,No,Approved,
APP006949,BEN000693,OFF0030,2024-09-19,District Office,Yes,No,No,Pending,
APP006950,BEN008731,OFF0085,2025-04-07,Hospital,Yes,Yes,Yes,Approved,
APP006951,BEN001098,OFF0035,2024-12-28,Hospital,No,No,No,Rejected,Incomplete Documents
APP006952,BEN003162,OFF0051,2026-05-27,Mobile Camp,Yes,No,No,Rejected,Address Mismatch
APP006953,BEN003855,OFF0054,2024-12-22,Hospital,No,No,Yes,Approved,
APP006954,BEN000498,OFF0085,2025-12-07,CSC Center,Yes,No,No,Approved,
APP006955,BEN003161,OFF0073,2025-03-24,Online,No,Yes,No,Pending,
APP006956,BEN002304,OFF0075,2025-03-24,Mobile Camp,Yes,Yes,Yes,Approved,
APP006957,BEN002866,OFF0035,2025-04-16,CSC Center,No,Yes,No,Approved,
APP006958,BEN009865,OFF0085,2025-02-23,CSC Center,Yes,Yes,No,Approved,
APP006959,BEN002202,OFF0016,2024-12-26,Online,Yes,Yes,Yes,Pending,
APP006960,BEN009626,OFF0097,2026-02-14,Online,Yes,No,Yes,Rejected,Address Mismatch
APP006961,BEN006022,OFF0080,2025-11-02,Hospital,No,No,Yes,Approved,
APP006962,BEN007121,OFF0072,2025-08-26,Online,No,Yes,Yes,Under Verification,
APP006963,BEN000625,OFF0040,2025-07-13,Online,Yes,No,No,Approved,
APP006964,BEN006882,OFF0067,2025-09-19,CSC Center,Yes,No,Yes,Pending,
APP006965,BEN003937,OFF0054,2026-04-10,Hospital,No,No,Yes,Pending,
APP006966,BEN003044,OFF0014,2026-02-14,Online,Yes,No,No,Approved,
APP006967,BEN009410,OFF0043,2025-11-26,Mobile Camp,Yes,Yes,No,Approved,
APP006968,BEN009753,OFF0095,2024-07-16,Mobile Camp,No,Yes,Yes,Under Verification,
APP006969,BEN003850,OFF0049,2024-10-07,District Office,No,No,Yes,Approved,
APP006970,BEN000297,OFF0048,2025-12-11,Hospital,Yes,No,Yes,Under Verification,
APP006971,BEN009340,OFF0004,2025-04-04,District Office,Yes,Yes,Yes,Rejected,Income Above Limit
APP006972,BEN005576,OFF0085,2025-06-21,District Office,Yes,No,No,Approved,
APP006973,BEN003445,OFF0078,2025-01-12,CSC Center,No,No,Yes,Approved,
APP006974,BEN002067,OFF0008,2026-06-12,Mobile Camp,No,Yes,Yes,Pending,
APP006975,BEN006089,OFF0026,2025-11-20,Online,No,Yes,Yes,Approved,
APP006976,BEN005635,OFF0056,2025-10-29,Hospital,Yes,No,No,Approved,
APP006977,BEN000708,OFF0034,2026-06-23,Mobile Camp,No,No,No,Approved,
APP006978,BEN001594,OFF0088,2025-11-04,CSC Center,Yes,No,Yes,Approved,
APP006979,BEN005456,OFF0098,2025-01-15,District Office,No,Yes,Yes,Approved,
APP006980,BEN009270,OFF0027,2024-08-09,Mobile Camp,Yes,Yes,Yes,Approved,
APP006981,BEN008407,OFF0083,2025-12-22,District Office,No,No,No,Rejected,Income Above Limit
APP006982,BEN000436,OFF0080,2026-05-28,CSC Center,Yes,No,No,Rejected,Duplicate Application
APP006983,BEN008695,OFF0092,2025-03-16,CSC Center,No,Yes,Yes,Pending,
APP006984,BEN000536,OFF0066,2025-05-02,Mobile Camp,Yes,No,No,Approved,
APP006985,BEN007931,OFF0066,2026-06-21,Mobile Camp,Yes,Yes,No,Rejected,Address Mismatch
APP006986,BEN000389,OFF0028,2026-03-20,CSC Center,Yes,Yes,Yes,Approved,
APP006987,BEN006033,OFF0071,2024-10-06,Mobile Camp,No,No,Yes,Rejected,Invalid Aadhaar
APP006988,BEN001009,OFF0059,2025-05-05,District Office,Yes,Yes,No,Approved,
APP006989,BEN000368,OFF0093,2025-01-25,Online,No,Yes,No,Approved,
APP006990,BEN000939,OFF0096,2025-09-02,Online,Yes,No,Yes,Pending,
APP006991,BEN008099,OFF0005,2026-01-23,Hospital,No,No,Yes,Pending,
APP006992,BEN002215,OFF0088,2025-02-14,Hospital,Yes,Yes,No,Approved,
APP006993,BEN005331,OFF0022,2024-07-29,CSC Center,No,Yes,No,Approved,
APP006994,BEN005917,OFF0056,2026-06-17,Hospital,Yes,Yes,No,Pending,
APP006995,BEN001004,OFF0009,2025-08-15,Online,Yes,Yes,Yes,Under Verification,
APP006996,BEN005462,OFF0019,2026-04-09,Online,No,No,Yes,Approved,
APP006997,BEN001814,OFF0013,2026-02-28,Mobile Camp,Yes,Yes,No,Rejected,Duplicate Application
APP006998,BEN000620,OFF0077,2025-04-27,Hospital,Yes,No,Yes,Approved,
APP006999,BEN002159,OFF0016,2025-08-13,District Office,No,Yes,Yes,Approved,
APP007000,BEN000031,OFF0010,2026-03-25,CSC Center,Yes,Yes,Yes,Pending,
APP007001,BEN006878,OFF0059,2025-08-09,District Office,No,No,No,Approved,
APP007002,BEN007614,OFF0032,2025-06-21,Mobile Camp,Yes,No,No,Approved,
APP007003,BEN001630,OFF0038,2025-07-23,Hospital,No,Yes,Yes,Approved,
APP007004,BEN008279,OFF0003,2024-08-13,Hospital,Yes,No,Yes,Approved,
APP007005,BEN008396,OFF0087,2025-02-25,Mobile Camp,Yes,No,No,Under Verification,
APP007006,BEN000122,OFF0079,2026-06-07,Hospital,Yes,Yes,No,Rejected,Not Eligible
APP007007,BEN008904,OFF0030,2025-11-28,Hospital,No,No,Yes,Approved,
APP007008,BEN001406,OFF0004,2024-12-06,District Office,Yes,No,No,Approved,
APP007009,BEN002004,OFF0007,2025-03-15,Mobile Camp,Yes,No,No,Rejected,Duplicate Application
APP007010,BEN009381,OFF0066,2025-08-13,Online,No,No,No,Approved,
APP007011,BEN001493,OFF0071,2024-09-11,Hospital,No,Yes,No,Approved,
APP007012,BEN004195,OFF0032,2024-09-22,CSC Center,Yes,Yes,No,Approved,
APP007013,BEN003249,OFF0017,2024-11-17,CSC Center,No,No,Yes,Approved,
APP007014,BEN009282,OFF0069,2026-03-02,CSC Center,Yes,Yes,Yes,Pending,
APP007015,BEN007520,OFF0023,2025-08-31,Online,Yes,No,Yes,Approved,
APP007016,BEN000537,OFF0040,2025-08-28,District Office,Yes,Yes,Yes,Approved,
APP007017,BEN004768,OFF0047,2024-07-15,District Office,Yes,No,Yes,Under Verification,
APP007018,BEN000993,OFF0028,2025-11-08,CSC Center,No,Yes,Yes,Pending,
APP007019,BEN000257,OFF0002,2024-08-29,CSC Center,Yes,No,No,Pending,
APP007020,BEN004954,OFF0040,2024-12-20,Hospital,Yes,No,No,Approved,
APP007021,BEN008228,OFF0087,2025-12-12,Hospital,No,Yes,Yes,Rejected,Income Above Limit
APP007022,BEN007839,OFF0061,2025-11-10,CSC Center,No,Yes,No,Pending,
APP007023,BEN009231,OFF0060,2026-03-02,District Office,No,Yes,No,Approved,
APP007024,BEN006601,OFF0086,2024-12-22,Hospital,Yes,Yes,Yes,Approved,
APP007025,BEN005697,OFF0002,2026-05-12,District Office,No,No,No,Rejected,Not Eligible
APP007026,BEN002751,OFF0090,2025-12-24,District Office,Yes,Yes,No,Approved,
APP007027,BEN008291,OFF0004,2025-06-04,District Office,Yes,Yes,No,Under Verification,
APP007028,BEN008178,OFF0041,2026-04-20,Hospital,Yes,Yes,Yes,Pending,
APP007029,BEN001559,OFF0009,2024-09-28,District Office,Yes,No,Yes,Pending,
APP007030,BEN002107,OFF0090,2024-12-16,Mobile Camp,Yes,Yes,Yes,Approved,
APP007031,BEN003445,OFF0098,2025-08-31,Hospital,Yes,Yes,Yes,Approved,
APP007032,BEN006657,OFF0010,2026-04-14,District Office,No,No,No,Approved,
APP007033,BEN006772,OFF0075,2026-01-06,District Office,Yes,Yes,No,Approved,
APP007034,BEN001114,OFF0015,2026-05-23,District Office,No,Yes,Yes,Pending,
APP007035,BEN009551,OFF0008,2026-02-05,District Office,Yes,No,No,Under Verification,
APP007036,BEN008451,OFF0052,2026-03-04,District Office,No,Yes,Yes,Pending,
APP007037,BEN006607,OFF0023,2025-06-13,Hospital,No,No,No,Approved,
APP007038,BEN009516,OFF0027,2025-11-24,Hospital,No,No,No,Approved,
APP007039,BEN000423,OFF0067,2026-04-05,Hospital,No,Yes,Yes,Approved,
APP007040,BEN008155,OFF0068,2026-07-09,Hospital,No,Yes,Yes,Approved,
APP007041,BEN002559,OFF0094,2024-09-04,Hospital,No,Yes,No,Approved,
APP007042,BEN005028,OFF0030,2026-02-10,CSC Center,No,No,No,Approved,
APP007043,BEN000855,OFF0037,2025-12-24,District Office,No,Yes,Yes,Approved,
APP007044,BEN008824,OFF0068,2024-11-06,Online,Yes,No,No,Pending,
APP007045,BEN003609,OFF0038,2024-07-28,Hospital,No,No,No,Rejected,Invalid Aadhaar
APP007046,BEN006143,OFF0090,2025-07-01,CSC Center,Yes,Yes,Yes,Pending,
APP007047,BEN005205,OFF0054,2026-01-17,Hospital,Yes,Yes,No,Approved,
APP007048,BEN004544,OFF0081,2025-03-24,Hospital,No,No,No,Rejected,Not Eligible
APP007049,BEN000490,OFF0093,2024-08-08,Online,No,No,Yes,Approved,
APP007050,BEN005059,OFF0081,2024-09-15,Hospital,Yes,Yes,Yes,Approved,
APP007051,BEN001168,OFF0063,2024-09-04,Hospital,Yes,Yes,No,Approved,
APP007052,BEN002820,OFF0045,2024-08-21,Online,Yes,No,No,Approved,
APP007053,BEN007337,OFF0089,2024-11-25,Online,No,No,No,Pending,
APP007054,BEN002664,OFF0042,2026-03-18,District Office,No,No,No,Rejected,Income Above Limit
APP007055,BEN007063,OFF0042,2025-01-21,District Office,No,Yes,No,Approved,
APP007056,BEN003540,OFF0057,2025-09-16,Mobile Camp,Yes,Yes,Yes,Approved,
APP007057,BEN003029,OFF0017,2024-09-02,Online,Yes,No,No,Pending,
APP007058,BEN009353,OFF0052,2025-09-29,CSC Center,No,No,Yes,Pending,
APP007059,BEN001011,OFF0088,2026-04-09,Hospital,No,No,Yes,Pending,
APP007060,BEN006738,OFF0058,2025-01-02,District Office,Yes,No,Yes,Under Verification,
APP007061,BEN000901,OFF0074,2026-06-17,CSC Center,Yes,No,No,Approved,
APP007062,BEN003197,OFF0023,2025-01-26,Online,No,No,Yes,Pending,
APP007063,BEN006504,OFF0073,2025-05-22,Online,No,No,No,Approved,
APP007064,BEN005755,OFF0017,2025-05-07,Hospital,No,Yes,Yes,Approved,
APP007065,BEN000447,OFF0005,2025-06-25,CSC Center,Yes,No,No,Rejected,Not Eligible
APP007066,BEN006618,OFF0096,2025-11-11,Online,No,Yes,Yes,Pending,
APP007067,BEN003056,OFF0013,2025-05-20,District Office,No,Yes,No,Rejected,Income Above Limit
APP007068,BEN007746,OFF0076,2025-06-11,District Office,Yes,No,No,Rejected,Address Mismatch
