Hospital_ID,Hospital_Name,State,District,Latitude,Longitude,Hospital_Type,Beds,Doctors,PMJAY_Empanelled,Rating,Previous_Fraud
HOS0440,Sanjeevani Nashik Health Center,Maharashtra,Nashik,8.005673,69.005224,Government,36,76,Yes,4.7,Yes
HOS0441,Lotus Kanpur Multi Speciality Hospital,Uttar Pradesh,Kanpur,8.62934,91.836258,Private,302,80,Yes,3.9,No
HOS0442,Sanjeevani Gwalior Multi Speciality Hospital,Madhya Pradesh,Gwalior,12.527106,75.684657,Private,275,39,Yes,3.3,No
HOS0443,Prime Surat Hospital,Gujarat,Surat,28.983835,90.994222,Government,117,86,Yes,2.6,No
HOS0444,Fortis Jaipur Hospital,Rajasthan,Jaipur,34.734273,77.6973,Private,464,63,No,2.8,No
HOS0445,District Ahmedabad Health Center,Gujarat,Ahmedabad,9.569711,83.207117,Government,598,29,Yes,4.2,No
HOS0446,Fortis Ajmer Care Hospital,Rajasthan,Ajmer,24.682391,70.612406,Private,423,28,Yes,2.7,No
HOS0447,MediPlus Ujjain Multi Speciality Hospital,Madhya Pradesh,Ujjain,10.467291,82.55287,Private,153,107,Yes,3.9,No
HOS0448,Jan Kalyan Surat Care Hospital,Gujarat,Surat,36.915284,83.203186,Government,292,109,Yes,4.2,No
HOS0449,MediPlus Jabalpur Multi Speciality Hospital,Madhya Pradesh,Jabalpur,18.100928,77.301413,Private,44,108,Yes,5.0,No
HOS0450,Shree Udaipur Health Center,Rajasthan,Udaipur,9.301449,91.726986,Government,402,29,Yes,4.6,No
HOS0451,National Bhopal Medical Centre,Madhya Pradesh,Bhopal,33.193818,91.783885,Government,133,49,Yes,2.6,No
HOS0452,Sunrise Surat Care Hospital,Gujarat,Surat,23.174711,75.501082,Private,164,98,Yes,2.5,No
HOS0453,Apollo Ahmedabad Medical Centre,Gujarat,Ahmedabad,9.743191,73.820186,Private,297,16,Yes,4.9,Yes
HOS0454,Lotus Nagpur Hospital,Maharashtra,Nagpur,8.553271,93.154903,Private,256,58,Yes,4.3,No
HOS0455,Jan Kalyan Udaipur Hospital,Rajasthan,Udaipur,13.406104,82.518874,Private,42,15,Yes,3.8,No
HOS0456,City Care Jodhpur Multi Speciality Hospital,Rajasthan,Jodhpur,27.845029,78.305966,Government,533,45,Yes,4.1,No
HOS0457,Apollo Ujjain Medical Centre,Madhya Pradesh,Ujjain,12.399537,94.018084,Private,109,103,Yes,4.9,No
HOS0458,Sunrise Varanasi Care Hospital,Uttar Pradesh,Varanasi,12.429725,96.145578,Private,357,67,Yes,3.0,No
HOS0459,Lotus Surat Medical Centre,Gujarat,Surat,16.960953,88.448955,Private,158,65,No,4.9,No
HOS0460,Aarogya Surat Hospital,Gujarat,Surat,24.162869,95.509445,Government,345,117,No,4.3,No
HOS0461,Apollo Ajmer Health Center,Rajasthan,Ajmer,29.622682,91.829257,Private,300,29,Yes,2.8,No
HOS0462,Apollo Bhavnagar Care Hospital,Gujarat,Bhavnagar,24.44425,74.696429,Government,46,55,Yes,4.4,No
HOS0463,Prime Vadodara Multi Speciality Hospital,Gujarat,Vadodara,13.335318,79.236348,Private,187,34,Yes,3.5,No
HOS0464,Sunrise Nashik Medical Centre,Maharashtra,Nashik,29.975521,69.917953,Private,469,120,Yes,4.2,No
HOS0465,MediPlus Varanasi Hospital,Uttar Pradesh,Varanasi,25.629969,91.905527,Private,423,88,No,3.9,No
HOS0466,LifeCare Ujjain Health Center,Madhya Pradesh,Ujjain,21.250112,93.455242,Private,271,76,Yes,5.0,Yes
HOS0467,Fortis Udaipur Hospital,Rajasthan,Udaipur,13.50566,80.747062,Private,312,69,Yes,3.2,No
HOS0468,Sanjeevani Surat Health Center,Gujarat,Surat,10.622783,82.519076,Government,579,27,Yes,3.3,Yes
HOS0469,Health First Udaipur Medical Centre,Rajasthan,Udaipur,33.593905,70.61521,Government,187,101,Yes,2.7,No
HOS0470,Jan Kalyan Mumbai Health Center,Maharashtra,Mumbai,29.079341,96.280551,Private,183,58,Yes,2.6,No
HOS0471,Lotus Aurangabad Medical Centre,Maharashtra,Aurangabad,12.701599,72.193614,Private,72,63,Yes,4.3,No
HOS0472,LifeCare Pune Medical Centre,Maharashtra,Pune,35.852583,68.102454,Private,32,68,Yes,3.7,No
HOS0473,Sunrise Vadodara Medical Centre,Gujarat,Vadodara,25.077007,81.795648,Private,101,86,Yes,3.1,No
HOS0474,Lotus Bhavnagar Medical Centre,Gujarat,Bhavnagar,9.418645,72.299429,Private,57,28,No,4.2,No
HOS0475,Health First Nagpur Hospital,Maharashtra,Nagpur,9.42191,80.091751,Government,311,88,Yes,4.2,No
HOS0476,Sanjeevani Surat Care Hospital,Gujarat,Surat,18.445471,69.039361,Private,350,57,No,4.6,No
HOS0477,Apollo Ahmedabad Health Center,Gujarat,Ahmedabad,11.901828,88.143964,Government,559,62,Yes,4.2,No
HOS0478,Prime Ujjain Care Hospital,Madhya Pradesh,Ujjain,36.628489,82.026227,Private,314,64,Yes,3.3,No
HOS0479,Health First Rajkot Medical Centre,Gujarat,Rajkot,25.814409,82.395511,Private,529,73,Yes,4.7,No
HOS0480,City Care Pune Hospital,Maharashtra,Pune,8.695617,86.138362,Government,232,112,Yes,3.5,Yes
HOS0481,Fortis Aurangabad Medical Centre,Maharashtra,Aurangabad,8.327621,73.834427,Government,89,49,Yes,3.9,No
HOS0482,Aarogya Indore Health Center,Madhya Pradesh,Indore,29.007503,85.863807,Government,199,34,Yes,3.3,No
HOS0483,District Jaipur Medical Centre,Rajasthan,Jaipur,21.96337,86.188814,Private,569,52,Yes,4.5,No
HOS0484,Apollo Ujjain Care Hospital,Madhya Pradesh,Ujjain,29.02396,77.149582,Private,233,83,Yes,4.5,No
HOS0485,Shree Mumbai Multi Speciality Hospital,Maharashtra,Mumbai,32.381435,77.83542,Government,567,117,Yes,4.0,No
HOS0486,Prime Indore Multi Speciality Hospital,Madhya Pradesh,Indore,28.58536,75.873425,Government,263,57,Yes,4.9,No
HOS0487,LifeCare Pune Multi Speciality Hospital,Maharashtra,Pune,30.763376,90.555921,Private,474,74,Yes,3.7,No
HOS0488,Health First Agra Health Center,Uttar Pradesh,Agra,29.240791,83.185211,Private,166,108,No,4.6,No
HOS0489,Prime Kanpur Hospital,Uttar Pradesh,Kanpur,21.321684,88.696644,Private,24,49,No,4.2,No
HOS0490,Sanjeevani Indore Hospital,Madhya Pradesh,Indore,10.989982,90.219225,Private,43,83,Yes,4.1,No
HOS0491,Apollo Kanpur Multi Speciality Hospital,Uttar Pradesh,Kanpur,23.435998,90.410826,Private,299,29,Yes,2.8,No
HOS0492,LifeCare Bhavnagar Medical Centre,Gujarat,Bhavnagar,23.733333,83.931604,Government,310,83,Yes,2.7,No
HOS0493,Sanjeevani Aurangabad Hospital,Maharashtra,Aurangabad,11.772146,81.651332,Private,128,59,Yes,3.6,No
HOS0494,District Bhavnagar Health Center,Gujarat,Bhavnagar,25.873145,77.060779,Private,566,20,No,4.4,No
HOS0495,Lotus Lucknow Health Center,Uttar Pradesh,Lucknow,10.820627,77.001359,Private,496,70,Yes,3.1,No
HOS0496,Health First Rajkot Multi Speciality Hospital,Gujarat,Rajkot,19.370231,88.288824,Private,352,68,Yes,2.7,No
HOS0497,Lotus Ajmer Medical Centre,Rajasthan,Ajmer,16.185464,78.109848,Private,540,23,Yes,4.3,No
HOS0498,Fortis Ahmedabad Multi Speciality Hospital,Gujarat,Ahmedabad,23.449621,79.623678,Private,269,80,Yes,3.7,Yes
HOS0499,MediPlus Prayagraj Health Center,Uttar Pradesh,Prayagraj,24.449125,77.923824,Private,197,94,Yes,4.3,No
HOS0500,National Jaipur Care Hospital,Rajasthan,Jaipur,21.424345,84.097543,Private,200,49,No,2.7,No
